,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
991,,DispreferenceFirst,dispreferenceFirst,-0.7390983000739099,,,,,1353,todib,,407066,,,Voicing,1014,b,Final,,
790,,DispreferenceFirst,dispreferenceFirst_inverse,-0.9242144177449169,,,,,1082,todub,,308467,,,Voicing,813,b,Final,,
39,,DispreferenceFirst,dispreferenceFirst,-0.823045267489712,,,,,1215,dogipe,,139169,,,Devoicing,62,p,NonFinal,,
437,,DispreferenceFirst,dispreferenceFirst,-0.8920606601248885,,,,,1121,tekupe,,289469,,,Devoicing,460,p,NonFinal,,
510,,DispreferenceFirst,dispreferenceFirst,-0.8250825082508251,,,,,1212,dokube,,408687,,,Voicing,533,b,NonFinal,,
717,,DispreferenceFirst,dispreferenceFirst_inverse,-0.6373486297004461,,,,,1569,degope,,188579,,,Devoicing,740,p,NonFinal,,
865,,DispreferenceFirst,dispreferenceFirst,-0.5941770647653001,,,,,1683,pigeb,,195395,,,Voicing,888,b,Final,,
491,,DispreferenceFirst,dispreferenceFirst,-0.7256894049346879,,,,,1378,bikub,,366905,,,Voicing,514,b,Final,,
1071,,DispreferenceFirst,dispreferenceFirst,-0.5698005698005698,,,,,1755,bidop,,600962,,,Devoicing,1094,p,Final,,
352,,DispreferenceFirst,dispreferenceFirst,-0.5945303210463734,,,,,1682,degob,,140627,,,Voicing,375,b,Final,,
867,,DispreferenceFirst,dispreferenceFirst,-0.5055611729019212,,,,,1978,dikepe,,199714,,,Devoicing,890,p,NonFinal,,
486,,DispreferenceFirst,dispreferenceFirst,-0.9267840593141798,,,,,1079,gotepe,,359196,,,Devoicing,509,p,NonFinal,,
493,,DispreferenceFirst,dispreferenceFirst,-0.7173601147776184,,,,,1394,todupe,,370334,,,Devoicing,516,p,NonFinal,,
924,,DispreferenceFirst,dispreferenceFirst,-0.7861635220125787,,,,,1272,bugipe,,296056,,,Devoicing,947,p,NonFinal,,
102,,DispreferenceFirst,dispreferenceFirst,-0.9276437847866419,,,,,1078,todib,,235471,,,Voicing,125,b,Final,,
112,,DispreferenceFirst,dispreferenceFirst,-0.7168458781362007,,,,,1395,bugipe,,250618,,,Devoicing,135,p,NonFinal,,
945,,DispreferenceFirst,dispreferenceFirst,-0.4083299305839118,,,,,2449,pigeb,,331210,,,Voicing,968,b,Final,,
1100,,DispreferenceFirst,dispreferenceFirst,-0.5449591280653951,,,,,1835,pigebe,,661590,,,Voicing,1123,b,NonFinal,,
337,,DispreferenceFirst,dispreferenceFirst,-0.7440476190476191,,,,,1344,bugipe,,119370,,,Devoicing,360,p,NonFinal,,
413,,DispreferenceFirst,dispreferenceFirst,-1.1560693641618498,,,,,865,dogib,,249886,,,Voicing,436,b,Final,,
879,,DispreferenceFirst,dispreferenceFirst,-0.7704160246533128,,,,,1298,todub,,223760,,,Voicing,902,b,Final,,
